#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260318    12:53:10       0     96     33     42 
 20260318    12:53:10       1     94     35     45 
 20260318    12:53:10       2     96     35     44 
 20260318    12:53:10       3     84     34     41 
 20260318    12:53:40       0    141     36     44 
 20260318    12:53:40       1    140     37     45 
 20260318    12:53:40       2    143     37     44 
 20260318    12:53:40       3    129     36     43 
 20260318    12:54:10       0    142     35     44 
 20260318    12:54:10       1    140     37     45 
 20260318    12:54:10       2    143     38     44 
 20260318    12:54:10       3    129     36     43 
 20260318    12:54:40       0    141     34     42 
 20260318    12:54:40       1    140     37     45 
 20260318    12:54:40       2    143     37     45 
 20260318    12:54:40       3    129     35     41 
 20260318    12:55:10       0    158     35     44 
 20260318    12:55:10       1    157     37     47 
 20260318    12:55:10       2    160     37     45 
 20260318    12:55:10       3    145     35     41 
 20260318    12:55:40       0    313     35     45 
 20260318    12:55:40       1    314     39     48 
 20260318    12:55:40       2    305     40     48 
 20260318    12:55:40       3    308     35     43 
 20260318    12:56:10       0    158     35     44 
 20260318    12:56:10       1    158     37     45 
 20260318    12:56:10       2    161     37     44 
 20260318    12:56:10       3    145     35     41 
 20260318    12:56:40       0    158     35     44 
 20260318    12:56:40       1    157     37     45 
 20260318    12:56:40       2    161     37     44 
 20260318    12:56:40       3    146     35     41 
 20260318    12:57:10       0    158     35     44 
 20260318    12:57:10       1    158     37     45 
 20260318    12:57:10       2    161     37     44 
 20260318    12:57:10       3    146     35     41 
 20260318    12:57:40       0    158     35     44 
 20260318    12:57:40       1    158     37     46 
 20260318    12:57:40       2    161     37     44 
 20260318    12:57:40       3    146     35     41 
 20260318    12:58:10       0    158     36     44 
 20260318    12:58:10       1    158     37     46 
 20260318    12:58:10       2    162     37     45 
 20260318    12:58:10       3    146     36     42 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260318    12:58:40       0    424     43     56 
 20260318    12:58:40       1    284     41     51 
 20260318    12:58:40       2    444     46     57 
 20260318    12:58:40       3    426     43     53 
 20260318    12:59:10       0    454     44     56 
 20260318    12:59:10       1    284     41     52 
 20260318    12:59:10       2    471     47     57 
 20260318    12:59:10       3    433     44     53 
