#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    13:09:52       0     98     33     41 
 20260319    13:09:52       1     86     35     44 
 20260319    13:09:52       2     90     34     44 
 20260319    13:09:52       3     85     33     42 
 20260319    13:10:07       0    143     34     43 
 20260319    13:10:07       1    133     37     45 
 20260319    13:10:07       2    138     36     45 
 20260319    13:10:07       3    130     34     42 
 20260319    13:10:22       0    143     34     42 
 20260319    13:10:22       1    133     37     45 
 20260319    13:10:22       2    138     36     44 
 20260319    13:10:22       3    130     34     42 
 20260319    13:10:37       0    143     34     42 
 20260319    13:10:37       1    133     37     45 
 20260319    13:10:37       2    138     36     44 
 20260319    13:10:37       3    130     34     42 
 20260319    13:10:52       0    143     34     43 
 20260319    13:10:52       1    134     37     45 
 20260319    13:10:52       2    138     36     44 
 20260319    13:10:52       3    130     34     42 
 20260319    13:11:07       0    143     34     42 
 20260319    13:11:07       1    133     37     45 
 20260319    13:11:07       2    138     36     44 
 20260319    13:11:07       3    130     34     42 
 20260319    13:11:22       0    144     34     43 
 20260319    13:11:22       1    134     37     45 
 20260319    13:11:22       2    138     36     44 
 20260319    13:11:22       3    130     34     42 
 20260319    13:11:37       0    143     34     43 
 20260319    13:11:37       1    133     37     45 
 20260319    13:11:37       2    138     36     44 
 20260319    13:11:37       3    130     35     42 
 20260319    13:11:52       0    197     39     51 
 20260319    13:11:52       1    198     40     45 
 20260319    13:11:52       2    196     42     54 
 20260319    13:11:52       3    169     40     48 
 20260319    13:12:07       0    491     44     51 
 20260319    13:12:07       1    503     51     57 
 20260319    13:12:07       2    483     48     56 
 20260319    13:12:07       3    473     49     61 
 20260319    13:12:22       0    479     45     57 
 20260319    13:12:22       1    473     51     61 
 20260319    13:12:22       2    365     45     58 
 20260319    13:12:22       3    459     46     64 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    13:12:37       0    335     38     49 
 20260319    13:12:37       1    322     44     53 
 20260319    13:12:37       2    376     45     56 
 20260319    13:12:37       3    326     39     52 
 20260319    13:12:52       0    376     41     47 
 20260319    13:12:52       1    376     47     55 
 20260319    13:12:52       2    437     47     54 
 20260319    13:12:52       3    361     44     57 
 20260319    13:13:07       0    487     45     55 
 20260319    13:13:07       1    484     51     61 
 20260319    13:13:07       2    468     47     60 
 20260319    13:13:07       3    465     46     61 
 20260319    13:13:22       0    478     45     57 
 20260319    13:13:22       1    474     51     63 
 20260319    13:13:22       2    369     45     57 
 20260319    13:13:22       3    458     45     63 
 20260319    13:13:37       0    466     44     57 
 20260319    13:13:37       1    289     45     55 
 20260319    13:13:37       2    347     44     58 
 20260319    13:13:37       3    277     39     53 
 20260319    13:13:52       0    144     36     45 
 20260319    13:13:52       1    284     44     53 
 20260319    13:13:52       2    350     44     57 
 20260319    13:13:52       3    279     40     52 
 20260319    13:14:07       0    143     34     43 
 20260319    13:14:07       1    283     44     54 
 20260319    13:14:07       2    139     37     48 
 20260319    13:14:07       3    278     40     52 
 20260319    13:14:22       0    464     44     57 
 20260319    13:14:22       1    285     44     53 
 20260319    13:14:22       2    346     44     56 
 20260319    13:14:22       3    280     40     55 
 20260319    13:14:37       0    146     37     47 
 20260319    13:14:37       1    287     44     53 
 20260319    13:14:37       2    352     44     57 
 20260319    13:14:37       3    279     40     54 
 20260319    13:14:52       0    143     34     43 
 20260319    13:14:52       1    285     44     53 
 20260319    13:14:52       2    139     37     48 
 20260319    13:14:52       3    280     39     53 
 20260319    13:15:07       0    257     36     45 
 20260319    13:15:07       1    248     42     52 
 20260319    13:15:07       2    249     40     50 
 20260319    13:15:07       3    253     37     48 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    13:15:22       0    262     41     51 
 20260319    13:15:22       1    257     46     55 
 20260319    13:15:22       2    260     40     51 
 20260319    13:15:22       3    245     37     48 
