#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260321    07:36:26       0     99     34     43 
 20260321    07:36:26       1     89     34     43 
 20260321    07:36:26       2     89     34     43 
 20260321    07:36:26       3     97     34     43 
 20260321    07:36:41       0    145     36     44 
 20260321    07:36:41       1    139     36     44 
 20260321    07:36:41       2    138     36     43 
 20260321    07:36:41       3    145     36     43 
 20260321    07:36:56       0    145     36     44 
 20260321    07:36:56       1    139     36     45 
 20260321    07:36:56       2    138     37     43 
 20260321    07:36:56       3    145     36     43 
 20260321    07:37:11       0    146     36     44 
 20260321    07:37:11       1    139     36     45 
 20260321    07:37:11       2    139     37     44 
 20260321    07:37:11       3    146     36     43 
 20260321    07:37:26       0    146     36     44 
 20260321    07:37:26       1    139     36     45 
 20260321    07:37:26       2    138     37     44 
 20260321    07:37:26       3    146     36     43 
 20260321    07:37:41       0    146     36     44 
 20260321    07:37:41       1    139     37     45 
 20260321    07:37:41       2    138     37     45 
 20260321    07:37:41       3    146     36     43 
 20260321    07:37:56       0    146     36     44 
 20260321    07:37:56       1    139     37     45 
 20260321    07:37:56       2    139     37     45 
 20260321    07:37:56       3    146     36     44 
 20260321    07:38:11       0    263     38     46 
 20260321    07:38:11       1    242     40     48 
 20260321    07:38:11       2    250     40     47 
 20260321    07:38:11       3    265     39     46 
 20260321    07:38:26       0    325     41     49 
 20260321    07:38:26       1    318     43     53 
 20260321    07:38:26       2    320     43     49 
 20260321    07:38:26       3    329     42     50 
 20260321    07:38:41       0    286     40     48 
 20260321    07:38:41       1    285     42     51 
 20260321    07:38:41       2    261     42     49 
 20260321    07:38:41       3    290     41     49 
 20260321    07:38:56       0    164     38     46 
 20260321    07:38:56       1    157     39     47 
 20260321    07:38:56       2    164     39     47 
 20260321    07:38:56       3    165     38     47 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260321    07:39:11       0    367     43     53 
 20260321    07:39:11       1    367     44     53 
 20260321    07:39:11       2    353     45     53 
 20260321    07:39:11       3    368     44     55 
 20260321    07:39:26       0    164     38     46 
 20260321    07:39:26       1    157     39     47 
 20260321    07:39:26       2    156     39     47 
 20260321    07:39:26       3    165     39     47 
 20260321    07:39:41       0    367     44     55 
 20260321    07:39:41       1    365     46     56 
 20260321    07:39:41       2    360     45     56 
 20260321    07:39:41       3    373     44     56 
 20260321    07:39:56       0    164     38     47 
 20260321    07:39:56       1    157     39     47 
 20260321    07:39:56       2    157     40     47 
 20260321    07:39:56       3    166     39     47 
 20260321    07:40:11       0    366     44     56 
 20260321    07:40:11       1    368     45     57 
 20260321    07:40:11       2    364     45     56 
 20260321    07:40:11       3    370     44     54 
 20260321    07:40:26       0    164     38     46 
 20260321    07:40:26       1    157     40     47 
 20260321    07:40:26       2    156     40     47 
 20260321    07:40:26       3    166     39     47 
 20260321    07:40:41       0    371     44     55 
 20260321    07:40:41       1    366     46     57 
 20260321    07:40:41       2    362     46     54 
 20260321    07:40:41       3    371     44     53 
 20260321    07:40:56       0    164     39     46 
 20260321    07:40:56       1    157     40     49 
 20260321    07:40:56       2    157     40     47 
 20260321    07:40:56       3    166     39     47 
 20260321    07:41:11       0    366     44     54 
 20260321    07:41:11       1    367     45     55 
 20260321    07:41:11       2    363     45     53 
 20260321    07:41:11       3    370     44     54 
 20260321    07:41:26       0    165     39     46 
 20260321    07:41:26       1    157     40     49 
 20260321    07:41:26       2    157     40     47 
 20260321    07:41:26       3    166     39     47 
 20260321    07:41:41       0    370     43     52 
 20260321    07:41:41       1    367     45     57 
 20260321    07:41:41       2    364     45     53 
 20260321    07:41:41       3    369     44     53 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260321    07:41:56       0    165     39     47 
 20260321    07:41:56       1    158     40     49 
 20260321    07:41:56       2    157     40     47 
 20260321    07:41:56       3    167     39     47 
 20260321    07:42:11       0    367     43     53 
 20260321    07:42:11       1    365     44     56 
 20260321    07:42:11       2    360     45     54 
 20260321    07:42:11       3    367     43     53 
 20260321    07:42:26       0    317     41     48 
 20260321    07:42:26       1    307     42     51 
 20260321    07:42:26       2    305     42     49 
 20260321    07:42:26       3    316     41     49 
 20260321    07:42:41       0    254     41     52 
 20260321    07:42:41       1    288     44     57 
 20260321    07:42:41       2    224     41     50 
 20260321    07:42:41       3    314     44     56 
 20260321    07:42:56       0    322     42     51 
 20260321    07:42:56       1    139     39     49 
 20260321    07:42:56       2    288     44     53 
 20260321    07:42:56       3    148     38     47 
 20260321    07:43:11       0    164     38     46 
 20260321    07:43:11       1    156     39     48 
 20260321    07:43:11       2    156     40     47 
 20260321    07:43:11       3    166     39     47 
 20260321    07:43:26       0    164     39     46 
 20260321    07:43:26       1    157     40     49 
 20260321    07:43:26       2    156     40     47 
 20260321    07:43:26       3    166     39     47 
 20260321    07:43:41       0    350     44     55 
 20260321    07:43:41       1    140     40     50 
 20260321    07:43:41       2    285     44     54 
 20260321    07:43:41       3    149     39     49 
 20260321    07:43:56       0    205     39     47 
 20260321    07:43:56       1    200     40     49 
 20260321    07:43:56       2    199     41     49 
 20260321    07:43:56       3    186     39     47 
 20260321    07:44:11       0    382     42     50 
 20260321    07:44:11       1    373     43     51 
 20260321    07:44:11       2    377     44     51 
 20260321    07:44:11       3    374     43     51 
