#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    12:24:44       0     83     35     42 
 20260319    12:24:44       1     98     35     44 
 20260319    12:24:44       2     87     35     44 
 20260319    12:24:44       3     92     35     45 
 20260319    12:25:14       0    130     37     44 
 20260319    12:25:14       1    148     38     43 
 20260319    12:25:14       2    134     37     46 
 20260319    12:25:14       3    140     37     45 
 20260319    12:25:44       0    130     37     44 
 20260319    12:25:44       1    148     38     44 
 20260319    12:25:44       2    135     37     46 
 20260319    12:25:44       3    141     37     45 
 20260319    12:26:14       0    130     37     44 
 20260319    12:26:14       1    147     38     45 
 20260319    12:26:14       2    134     37     46 
 20260319    12:26:14       3    141     37     46 
 20260319    12:26:44       0    145     38     45 
 20260319    12:26:44       1    164     40     46 
 20260319    12:26:44       2    152     39     47 
 20260319    12:26:44       3    157     39     47 
 20260319    12:27:14       0    145     39     46 
 20260319    12:27:14       1    165     40     47 
 20260319    12:27:14       2    152     39     48 
 20260319    12:27:14       3    159     39     47 
 20260319    12:27:44       0    146     39     46 
 20260319    12:27:44       1    165     40     47 
 20260319    12:27:44       2    152     39     48 
 20260319    12:27:44       3    159     39     48 
 20260319    12:28:14       0    145     39     46 
 20260319    12:28:14       1    166     41     47 
 20260319    12:28:14       2    152     39     48 
 20260319    12:28:14       3    159     40     47 
 20260319    12:28:44       0    146     39     47 
 20260319    12:28:44       1    167     41     48 
 20260319    12:28:44       2    152     40     48 
 20260319    12:28:44       3    159     40     47 
 20260319    12:29:14       0    145     39     46 
 20260319    12:29:14       1    166     41     47 
 20260319    12:29:14       2    152     40     48 
 20260319    12:29:14       3    159     40     49 
 20260319    12:29:44       0    358     44     53 
 20260319    12:29:44       1    375     47     56 
 20260319    12:29:44       2    356     45     54 
 20260319    12:29:44       3    365     45     56 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    12:30:14       0    146     39     46 
 20260319    12:30:14       1    167     41     47 
 20260319    12:30:14       2    153     40     48 
 20260319    12:30:14       3    159     40     49 
 20260319    12:30:44       0    146     39     46 
 20260319    12:30:44       1    167     41     47 
 20260319    12:30:44       2    153     40     48 
 20260319    12:30:44       3    159     40     49 
 20260319    12:31:14       0    235     44     54 
 20260319    12:31:14       1    244     45     55 
 20260319    12:31:14       2    244     43     56 
 20260319    12:31:14       3    239     44     56 
 20260319    12:31:44       0    146     39     46 
 20260319    12:31:44       1    167     41     47 
 20260319    12:31:44       2    153     40     49 
 20260319    12:31:44       3    159     40     48 
 20260319    12:32:14       0    278     42     50 
 20260319    12:32:14       1    298     44     53 
 20260319    12:32:14       2    463     49     60 
 20260319    12:32:14       3    464     49     62 
 20260319    12:32:44       0    190     43     54 
 20260319    12:32:44       1    225     43     53 
 20260319    12:32:44       2    204     42     54 
 20260319    12:32:44       3    198     43     55 
 20260319    12:33:14       0    279     43     51 
 20260319    12:33:14       1    299     45     53 
 20260319    12:33:14       2    138     41     51 
 20260319    12:33:14       3    144     41     51 
 20260319    12:33:44       0    249     46     54 
 20260319    12:33:44       1    270     48     55 
 20260319    12:33:44       2    246     46     56 
 20260319    12:33:44       3    264     47     57 
