#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    10:11:52       0     89     34     43 
 20260319    10:11:52       1     96     34     43 
 20260319    10:11:52       2     81     34     43 
 20260319    10:11:52       3     92     33     42 
 20260319    10:12:22       0    140     36     44 
 20260319    10:12:22       1    141     36     45 
 20260319    10:12:22       2    128     36     44 
 20260319    10:12:22       3    136     35     43 
 20260319    10:12:52       0    140     37     45 
 20260319    10:12:52       1    141     36     45 
 20260319    10:12:52       2    128     36     44 
 20260319    10:12:52       3    137     36     43 
 20260319    10:13:22       0    140     37     45 
 20260319    10:13:22       1    141     36     45 
 20260319    10:13:22       2    128     36     44 
 20260319    10:13:22       3    137     36     43 
 20260319    10:13:52       0    467     45     55 
 20260319    10:13:52       1    466     46     57 
 20260319    10:13:52       2    454     46     57 
 20260319    10:13:52       3    458     45     56 
 20260319    10:14:22       0    475     48     60 
 20260319    10:14:22       1    369     47     57 
 20260319    10:14:22       2    466     49     61 
 20260319    10:14:22       3    474     48     59 
 20260319    10:14:52       0    467     47     59 
 20260319    10:14:52       1    472     50     61 
 20260319    10:14:52       2    444     48     60 
 20260319    10:14:52       3    483     47     59 
 20260319    10:15:22       0    479     49     61 
 20260319    10:15:22       1    365     47     59 
 20260319    10:15:22       2    468     50     61 
 20260319    10:15:22       3    475     49     61 
 20260319    10:15:52       0    284     43     53 
 20260319    10:15:52       1    144     41     52 
 20260319    10:15:52       2    130     40     50 
 20260319    10:15:52       3    273     43     53 
 20260319    10:16:22       0    287     43     53 
 20260319    10:16:22       1    464     50     61 
 20260319    10:16:22       2    452     49     62 
 20260319    10:16:22       3    285     42     55 
 20260319    10:16:52       0    288     43     53 
 20260319    10:16:52       1    141     38     47 
 20260319    10:16:52       2    127     37     47 
 20260319    10:16:52       3    285     42     52 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    10:17:22       0    397     48     58 
 20260319    10:17:22       1    468     50     58 
 20260319    10:17:22       2    457     49     58 
 20260319    10:17:22       3    415     48     55 
