#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260321    07:39:52       0     88     34     43 
 20260321    07:39:52       1    101     35     45 
 20260321    07:39:52       2     99     35     44 
 20260321    07:39:52       3     89     34     44 
 20260321    07:40:07       0    135     36     44 
 20260321    07:40:07       1    149     37     45 
 20260321    07:40:07       2    150     37     45 
 20260321    07:40:07       3    136     36     44 
 20260321    07:40:22       0    136     36     44 
 20260321    07:40:22       1    149     37     45 
 20260321    07:40:22       2    150     37     44 
 20260321    07:40:22       3    137     37     44 
 20260321    07:40:37       0    136     36     44 
 20260321    07:40:37       1    148     37     45 
 20260321    07:40:37       2    150     37     45 
 20260321    07:40:37       3    137     37     44 
 20260321    07:40:52       0    136     36     44 
 20260321    07:40:52       1    148     37     45 
 20260321    07:40:52       2    150     37     44 
 20260321    07:40:52       3    137     37     44 
 20260321    07:41:07       0    136     36     44 
 20260321    07:41:07       1    148     37     45 
 20260321    07:41:07       2    151     37     45 
 20260321    07:41:07       3    137     37     44 
 20260321    07:41:22       0    136     36     44 
 20260321    07:41:22       1    148     37     45 
 20260321    07:41:22       2    150     37     45 
 20260321    07:41:22       3    137     37     44 
 20260321    07:41:37       0    176     39     45 
 20260321    07:41:37       1    186     40     51 
 20260321    07:41:37       2    189     39     46 
 20260321    07:41:37       3    175     39     45 
 20260321    07:41:52       0    154     38     45 
 20260321    07:41:52       1    168     39     47 
 20260321    07:41:52       2    170     39     46 
 20260321    07:41:52       3    155     38     45 
 20260321    07:42:07       0    187     39     46 
 20260321    07:42:07       1    187     39     47 
 20260321    07:42:07       2    206     39     46 
 20260321    07:42:07       3    198     39     45 
 20260321    07:42:22       0    157     39     45 
 20260321    07:42:22       1    168     39     48 
 20260321    07:42:22       2    175     39     46 
 20260321    07:42:22       3    173     39     45 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260321    07:42:37       0    162     38     45 
 20260321    07:42:37       1    173     39     47 
 20260321    07:42:37       2    174     39     46 
 20260321    07:42:37       3    163     39     45 
 20260321    07:42:52       0    338     44     55 
 20260321    07:42:52       1    259     41     52 
 20260321    07:42:52       2    348     43     52 
 20260321    07:42:52       3    237     41     51 
 20260321    07:43:07       0    162     38     46 
 20260321    07:43:07       1    173     39     47 
 20260321    07:43:07       2    175     38     46 
 20260321    07:43:07       3    162     38     45 
