System,Label,File,JobID,Date,Nodes,Cores,Processes,Threads,Energy,KPAR,NCORE,NPAR,Bands,LOOP+ Time,Runtime
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_1nodes_64cores_1threads_4NCORE_11999302_202512261807.OUTCAR,11999302,2025.12.26 18:08:00,1,64,64,1,2568964,1,4,16,5184,789.2398,5216.762
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_1nodes_64cores_1threads_4NCORE_12008111_202512270809.OUTCAR,12008111,2025.12.27 08:09:39,1,64,64,1,2569240,1,4,16,5184,774.3309,5130.662
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_1nodes_128cores_1threads_16NCORE_11999307_202512261846.OUTCAR,11999307,2025.12.26 18:46:52,1,128,128,1,2626044,1,16,8,5184,773.4815,5075.371
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_8nodes_512cores_1threads_16NCORE_12008143_202512271004.OUTCAR,12008143,2025.12.27 10:04:47,8,512,512,1,3040314,1,16,32,5184,95.8288,814.808
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_2nodes_128cores_1threads_8NCORE_12008122_202512270828.OUTCAR,12008122,2025.12.27 08:28:42,2,128,128,1,2789925,1,8,16,5184,385.4841,2662.684
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_1nodes_128cores_1threads_4NCORE_12008114_202512270809.OUTCAR,12008114,2025.12.27 08:09:43,1,128,128,1,3344146,1,4,32,5184,824.4135,5404.538
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_64nodes_2048cores_1threads_8NCORE_12040210_202512300938.OUTCAR,12040210,2025.12.30 09:39:20,64,2048,2048,1,11446553,1,8,256,5376,16.8996,471.687
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_2nodes_64cores_1threads_16NCORE_12008120_202512270809.OUTCAR,12008120,2025.12.27 08:09:53,2,64,64,1,2739150,1,16,4,5184,390.4345,2747.691
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_1nodes_16cores_1threads_16NCORE_12008104_202512270809.OUTCAR,12008104,2025.12.27 08:09:44,1,16,16,1,3455890,1,16,1,5184,1204.9233,8453.945
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_32nodes_2048cores_1threads_16NCORE_12008163_202512270932.OUTCAR,12008163,2025.12.27 09:32:57,32,2048,2048,1,8946677,1,16,128,5248,26.7359,627.327
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_64nodes_2048cores_1threads_8NCORE_12008169_202512270910.OUTCAR,12008169,2025.12.27 09:11:34,64,2048,2048,1,12049621,1,8,256,5376,16.819,477.13
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_1nodes_32cores_1threads_4NCORE_12008106_202512270809.OUTCAR,12008106,2025.12.27 08:09:39,1,32,32,1,2819337,1,4,8,5184,891.5379,6069.12
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_32nodes_1024cores_1threads_4NCORE_12008158_202512270921.OUTCAR,12008158,2025.12.27 09:21:38,32,1024,1024,1,6360702,1,4,256,5376,31.1064,460.467
ARCHER2,6.5.1-GCC-MKL,/mnt/lustre/a2fs-work2/work/z19/z19/aturner/benchmark/VASP/Cirrus_comparison/TiO2_MCC/6.5.1-GCC-MKL/TiO2MCC_8nodes_512cores_1threads_8NCORE_12008142_202512271005.OUTCAR,12008142,2025.12.27 10:05:51,8,512,512,1,3187060,1,8,64,5184,98.2537,829.771
