System,Label,File,JobID,Date,Nodes,Cores,Processes,Threads,Energy,KPAR,NCORE,NPAR,Bands,LOOP+ Time,Runtime
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_8nodes_576cores_1threads_16NCORE_23428_202512271014.OUTCAR,23428,2025.12.27 10:14:49,8,576,576,1,2067012,1,16,36,5184,36.4698,303.413
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_2nodes_144cores_1threads_8NCORE_23407_202512270945.OUTCAR,23407,2025.12.27 09:45:47,2,144,144,1,1928249,1,8,18,5184,153.8381,1106.227
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_64nodes_4608cores_1threads_16NCORE_22048_202512220239.OUTCAR,22048,2025.12.22 02:39:36,64,4608,4608,1,8743040,1,16,288,5184,10.5758,173.453
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_2304cores_1threads_16NCORE_22031_202512220209.OUTCAR,22031,2025.12.22 02:09:41,16,2304,2304,1,3488662,1,16,144,5184,17.9333,212.137
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_8nodes_2304cores_1threads_8NCORE_23433_202512271020.OUTCAR,23433,2025.12.27 10:21:16,8,2304,2304,1,3824416,1,8,288,5184,41.301,441.263
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_8nodes_1152cores_1threads_4NCORE_22019_202512220159.OUTCAR,22019,2025.12.22 01:59:41,8,1152,1152,1,2799118,1,4,288,5184,38.235,359.186
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_4nodes_1152cores_1threads_16NCORE_22014_202512220153.OUTCAR,22014,2025.12.22 01:53:59,4,1152,1152,1,2155544,1,16,72,5184,60.884,525.926
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_1152cores_1threads_4NCORE_22026_202512220203.OUTCAR,22026,2025.12.22 02:03:31,16,1152,1152,1,3278712,1,4,288,5184,24.221,248.614
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_32nodes_4608cores_1threads_8NCORE_22040_202512220225.OUTCAR,22040,2025.12.22 02:25:27,32,4608,4608,1,7644447,1,8,576,5184,16.7706,237.722
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_4nodes_576cores_1threads_8NCORE_23420_202512271005.OUTCAR,23420,2025.12.27 10:05:57,4,576,576,1,1895970,1,8,72,5184,62.7681,480.359
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_2304cores_1threads_8NCORE_22030_202512220208.OUTCAR,22030,2025.12.22 02:08:42,16,2304,2304,1,4324770,1,8,288,5184,23.7142,271.607
Cirrus,6.5.1-Intel-MKL,/mnt/lustre/e1000/home/z04/z04/aturner/benchmark/cirrus-ex/VASP/TiO2_MCC/6.5.1-Intel-MKL/TiO2MCC_16nodes_4608cores_1threads_16NCORE_23444_202512271034.OUTCAR,23444,2025.12.27 10:35:23,16,4608,4608,1,5865007,1,16,288,5184,26.5985,357.782
