#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:41:25       0     80     33     43 
 20260323    21:41:25       1     87     35     45 
 20260323    21:41:25       2     78     35     46 
 20260323    21:41:25       3     85     32     42 
 20260323    21:41:55       0     80     33     43 
 20260323    21:41:55       1    133     37     45 
 20260323    21:41:55       2     78     34     45 
 20260323    21:41:55       3     85     32     42 
 20260323    21:42:25       0    128     35     43 
 20260323    21:42:25       1    136     37     45 
 20260323    21:42:25       2    125     37     46 
 20260323    21:42:25       3    133     34     43 
 20260323    21:42:55       0    141     36     43 
 20260323    21:42:55       1    150     39     47 
 20260323    21:42:55       2    139     38     47 
 20260323    21:42:55       3    146     36     43 
 20260323    21:43:25       0    147     37     45 
 20260323    21:43:25       1    157     39     47 
 20260323    21:43:25       2    143     38     47 
 20260323    21:43:25       3    151     36     45 
 20260323    21:43:55       0    145     36     45 
 20260323    21:43:55       1    155     39     47 
 20260323    21:43:55       2    145     38     47 
 20260323    21:43:55       3    151     36     44 
 20260323    21:44:25       0    146     37     45 
 20260323    21:44:25       1    156     39     47 
 20260323    21:44:25       2    144     38     47 
 20260323    21:44:25       3    151     36     45 
 20260323    21:44:55       0    147     37     45 
 20260323    21:44:55       1    156     39     47 
 20260323    21:44:55       2    142     38     47 
 20260323    21:44:55       3    150     36     45 
 20260323    21:45:25       0    135     35     45 
 20260323    21:45:25       1    143     38     47 
 20260323    21:45:25       2    132     37     47 
 20260323    21:45:25       3    140     35     43 
 20260323    21:45:55       0    146     37     45 
 20260323    21:45:55       1    158     39     47 
 20260323    21:45:55       2    142     38     47 
 20260323    21:45:55       3    152     36     45 
 20260323    21:46:25       0    141     36     45 
 20260323    21:46:25       1    149     39     47 
 20260323    21:46:25       2    138     38     47 
 20260323    21:46:25       3    146     36     43 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:46:55       0    388     46     57 
 20260323    21:46:55       1    375     47     57 
 20260323    21:46:55       2    374     48     59 
 20260323    21:46:55       3    375     44     55 
 20260323    21:47:25       0    144     37     45 
 20260323    21:47:25       1    153     40     49 
 20260323    21:47:25       2    144     39     47 
 20260323    21:47:25       3    150     36     45 
 20260323    21:47:55       0    145     37     45 
 20260323    21:47:55       1    153     40     49 
 20260323    21:47:55       2    141     39     48 
 20260323    21:47:55       3    149     36     45 
 20260323    21:48:25       0    143     37     45 
 20260323    21:48:25       1    154     40     47 
 20260323    21:48:25       2    141     38     47 
 20260323    21:48:25       3    147     36     45 
 20260323    21:48:55       0    349     42     53 
 20260323    21:48:55       1    343     45     53 
 20260323    21:48:55       2    329     44     53 
 20260323    21:48:55       3    343     41     51 
 20260323    21:49:25       0    389     45     58 
 20260323    21:49:25       1    378     50     62 
 20260323    21:49:25       2    367     48     59 
 20260323    21:49:25       3    380     44     57 
 20260323    21:49:55       0    140     37     45 
 20260323    21:49:55       1    150     40     49 
 20260323    21:49:55       2    139     39     48 
 20260323    21:49:55       3    146     36     45 
 20260323    21:50:25       0    350     44     56 
 20260323    21:50:25       1    337     45     55 
 20260323    21:50:25       2    330     46     55 
 20260323    21:50:25       3    362     40     51 
 20260323    21:50:55       0    127     36     45 
 20260323    21:50:55       1    138     40     49 
 20260323    21:50:55       2    127     39     50 
 20260323    21:50:55       3    133     35     46 
 20260323    21:51:25       0    127     35     43 
 20260323    21:51:25       1    137     38     47 
 20260323    21:51:25       2    125     37     47 
 20260323    21:51:25       3    132     34     43 
 20260323    21:51:55       0    126     35     44 
 20260323    21:51:55       1    136     37     47 
 20260323    21:51:55       2    125     37     47 
 20260323    21:51:55       3    132     34     43 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:52:25       0    127     35     44 
 20260323    21:52:25       1    136     37     45 
 20260323    21:52:25       2    125     37     47 
 20260323    21:52:25       3    132     34     43 
 20260323    21:52:55       0    127     35     43 
 20260323    21:52:55       1    136     37     46 
 20260323    21:52:55       2    125     37     46 
 20260323    21:52:55       3    132     34     43 
 20260323    21:53:25       0    126     35     43 
 20260323    21:53:25       1    136     37     45 
 20260323    21:53:25       2    125     37     47 
 20260323    21:53:25       3    132     34     43 
 20260323    21:53:55       0    126     35     43 
 20260323    21:53:55       1    136     37     45 
 20260323    21:53:55       2    125     37     46 
 20260323    21:53:55       3    132     34     43 
 20260323    21:54:25       0    126     35     43 
 20260323    21:54:25       1    136     37     45 
 20260323    21:54:25       2    125     37     46 
 20260323    21:54:25       3    132     34     43 
 20260323    21:54:55       0    127     35     44 
 20260323    21:54:55       1    136     37     45 
 20260323    21:54:55       2    125     37     47 
 20260323    21:54:55       3    132     34     43 
 20260323    21:55:25       0    126     35     43 
 20260323    21:55:25       1    136     37     45 
 20260323    21:55:25       2    125     37     46 
 20260323    21:55:25       3    132     34     43 
 20260323    21:55:55       0    126     35     44 
 20260323    21:55:55       1    136     37     45 
 20260323    21:55:55       2    125     37     46 
 20260323    21:55:55       3    132     34     43 
 20260323    21:56:25       0    221     42     53 
 20260323    21:56:25       1    209     44     53 
 20260323    21:56:25       2    226     42     53 
 20260323    21:56:25       3    217     40     50 
 20260323    21:56:55       0    342     42     52 
 20260323    21:56:55       1    341     45     55 
 20260323    21:56:55       2    327     44     53 
 20260323    21:56:55       3    334     39     49 
 20260323    21:57:25       0    319     42     49 
 20260323    21:57:25       1    302     48     53 
 20260323    21:57:25       2    284     46     52 
 20260323    21:57:25       3    295     43     49 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:57:55       0    315     42     51 
 20260323    21:57:55       1    350     49     55 
 20260323    21:57:55       2    340     48     54 
 20260323    21:57:55       3    347     44     51 
 20260323    21:58:25       0    322     42     49 
 20260323    21:58:25       1    307     49     55 
 20260323    21:58:25       2    295     47     56 
 20260323    21:58:25       3    303     43     50 
 20260323    21:58:55       0    299     42     50 
 20260323    21:58:55       1    357     49     57 
 20260323    21:58:55       2    360     48     55 
 20260323    21:58:55       3    366     44     51 
 20260323    21:59:25       0    128     35     43 
 20260323    21:59:25       1    139     38     47 
 20260323    21:59:25       2    126     38     48 
 20260323    21:59:25       3    133     35     43 
 20260323    21:59:55       0    127     35     43 
 20260323    21:59:55       1    137     38     47 
 20260323    21:59:55       2    125     37     47 
 20260323    21:59:55       3    132     34     43 
