#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:22:22       0     96     35     45 
 20260323    21:22:22       1     85     35     45 
 20260323    21:22:22       2     99     36     45 
 20260323    21:22:22       3    102     34     44 
 20260323    21:22:52       0     96     35     45 
 20260323    21:22:52       1     84     35     45 
 20260323    21:22:52       2     99     36     44 
 20260323    21:22:52       3    101     34     44 
 20260323    21:23:22       0    145     37     47 
 20260323    21:23:22       1    134     38     45 
 20260323    21:23:22       2    150     38     45 
 20260323    21:23:22       3    151     37     45 
 20260323    21:23:52       0    153     37     47 
 20260323    21:23:52       1    141     38     45 
 20260323    21:23:52       2    157     39     45 
 20260323    21:23:52       3    158     37     44 
 20260323    21:24:22       0    163     38     47 
 20260323    21:24:22       1    150     39     47 
 20260323    21:24:22       2    167     40     46 
 20260323    21:24:22       3    167     38     46 
 20260323    21:24:52       0    164     38     47 
 20260323    21:24:52       1    150     39     47 
 20260323    21:24:52       2    166     40     47 
 20260323    21:24:52       3    168     38     46 
 20260323    21:25:22       0    162     38     47 
 20260323    21:25:22       1    149     39     47 
 20260323    21:25:22       2    166     40     47 
 20260323    21:25:22       3    167     38     46 
 20260323    21:25:52       0    162     38     47 
 20260323    21:25:52       1    149     39     47 
 20260323    21:25:52       2    166     40     45 
 20260323    21:25:52       3    167     38     46 
 20260323    21:26:22       0    163     38     47 
 20260323    21:26:22       1    152     39     47 
 20260323    21:26:22       2    167     40     47 
 20260323    21:26:22       3    169     38     46 
 20260323    21:26:52       0    163     38     47 
 20260323    21:26:52       1    151     39     47 
 20260323    21:26:52       2    167     40     47 
 20260323    21:26:52       3    169     38     46 
 20260323    21:27:22       0    163     38     47 
 20260323    21:27:22       1    151     39     47 
 20260323    21:27:22       2    167     40     45 
 20260323    21:27:22       3    168     38     46 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:27:52       0    163     38     47 
 20260323    21:27:52       1    150     39     47 
 20260323    21:27:52       2    167     40     47 
 20260323    21:27:52       3    167     38     46 
 20260323    21:28:22       0    164     38     47 
 20260323    21:28:22       1    150     39     47 
 20260323    21:28:22       2    169     40     47 
 20260323    21:28:22       3    167     38     46 
 20260323    21:28:52       0    165     38     47 
 20260323    21:28:52       1    150     39     47 
 20260323    21:28:52       2    169     40     47 
 20260323    21:28:52       3    168     39     46 
 20260323    21:29:22       0    164     39     47 
 20260323    21:29:22       1    151     39     47 
 20260323    21:29:22       2    169     41     47 
 20260323    21:29:22       3    168     39     46 
 20260323    21:29:52       0    162     39     47 
 20260323    21:29:52       1    150     39     47 
 20260323    21:29:52       2    167     40     47 
 20260323    21:29:52       3    168     38     46 
 20260323    21:30:22       0    163     38     47 
 20260323    21:30:22       1    151     39     48 
 20260323    21:30:22       2    168     40     47 
 20260323    21:30:22       3    168     38     46 
 20260323    21:30:52       0    162     38     48 
 20260323    21:30:52       1    150     39     47 
 20260323    21:30:52       2    167     40     47 
 20260323    21:30:52       3    168     38     46 
 20260323    21:31:22       0    163     38     47 
 20260323    21:31:22       1    151     39     47 
 20260323    21:31:22       2    169     40     47 
 20260323    21:31:22       3    169     38     46 
 20260323    21:31:52       0    163     38     47 
 20260323    21:31:52       1    151     39     47 
 20260323    21:31:52       2    169     40     45 
 20260323    21:31:52       3    169     38     46 
 20260323    21:32:22       0    164     38     47 
 20260323    21:32:22       1    151     39     47 
 20260323    21:32:22       2    169     40     47 
 20260323    21:32:22       3    168     38     46 
 20260323    21:32:53       0    163     38     47 
 20260323    21:32:53       1    150     39     47 
 20260323    21:32:53       2    170     40     46 
 20260323    21:32:53       3    168     38     46 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:33:23       0    162     38     47 
 20260323    21:33:23       1    149     39     47 
 20260323    21:33:23       2    167     40     47 
 20260323    21:33:23       3    167     38     46 
 20260323    21:33:53       0    163     38     47 
 20260323    21:33:53       1    152     39     47 
 20260323    21:33:53       2    168     40     47 
 20260323    21:33:53       3    170     38     46 
 20260323    21:34:23       0    162     38     47 
 20260323    21:34:23       1    148     39     47 
 20260323    21:34:23       2    167     40     47 
 20260323    21:34:23       3    167     38     46 
 20260323    21:34:53       0    163     38     47 
 20260323    21:34:53       1    150     39     47 
 20260323    21:34:53       2    169     40     46 
 20260323    21:34:53       3    168     38     46 
 20260323    21:35:23       0    161     38     48 
 20260323    21:35:23       1    150     39     47 
 20260323    21:35:23       2    167     40     47 
 20260323    21:35:23       3    168     38     46 
 20260323    21:35:53       0    162     38     47 
 20260323    21:35:53       1    149     39     47 
 20260323    21:35:53       2    168     40     47 
 20260323    21:35:53       3    167     38     46 
 20260323    21:36:23       0    162     38     47 
 20260323    21:36:23       1    151     39     47 
 20260323    21:36:23       2    168     40     47 
 20260323    21:36:23       3    169     38     46 
 20260323    21:36:53       0    164     38     48 
 20260323    21:36:53       1    150     39     47 
 20260323    21:36:53       2    169     40     47 
 20260323    21:36:53       3    168     38     46 
 20260323    21:37:23       0    163     39     48 
 20260323    21:37:23       1    151     39     47 
 20260323    21:37:23       2    169     40     47 
 20260323    21:37:23       3    170     38     46 
 20260323    21:37:53       0    163     39     48 
 20260323    21:37:53       1    150     39     47 
 20260323    21:37:53       2    169     40     47 
 20260323    21:37:53       3    168     38     46 
 20260323    21:38:23       0    468     51     61 
 20260323    21:38:23       1    474     52     60 
 20260323    21:38:23       2    491     52     60 
 20260323    21:38:23       3    492     50     60 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:38:53       0    487     51     64 
 20260323    21:38:53       1    450     53     61 
 20260323    21:38:53       2    468     53     64 
 20260323    21:38:53       3    486     50     60 
 20260323    21:39:23       0    154     39     49 
 20260323    21:39:23       1    143     41     49 
 20260323    21:39:23       2    158     41     49 
 20260323    21:39:23       3    159     39     48 
 20260323    21:39:53       0    163     39     47 
 20260323    21:39:53       1    150     40     49 
 20260323    21:39:53       2    168     40     47 
 20260323    21:39:53       3    168     39     46 
 20260323    21:40:23       0    161     39     47 
 20260323    21:40:23       1    148     40     47 
 20260323    21:40:23       2    166     40     47 
 20260323    21:40:23       3    166     39     46 
 20260323    21:40:53       0    161     39     48 
 20260323    21:40:53       1    149     39     47 
 20260323    21:40:53       2    166     40     47 
 20260323    21:40:53       3    167     38     46 
 20260323    21:41:23       0    163     39     47 
 20260323    21:41:23       1    149     39     47 
 20260323    21:41:23       2    167     40     47 
 20260323    21:41:23       3    167     38     46 
 20260323    21:41:53       0    164     39     47 
 20260323    21:41:53       1    150     39     47 
 20260323    21:41:53       2    168     40     47 
 20260323    21:41:53       3    168     38     46 
 20260323    21:42:23       0    163     39     48 
 20260323    21:42:23       1    151     39     47 
 20260323    21:42:23       2    168     40     47 
 20260323    21:42:23       3    169     38     46 
 20260323    21:42:53       0    164     39     47 
 20260323    21:42:53       1    150     39     47 
 20260323    21:42:53       2    166     40     47 
 20260323    21:42:53       3    166     38     46 
 20260323    21:43:23       0    164     39     48 
 20260323    21:43:23       1    152     39     48 
 20260323    21:43:23       2    169     40     47 
 20260323    21:43:23       3    169     38     46 
 20260323    21:43:53       0    475     46     55 
 20260323    21:43:53       1    462     50     57 
 20260323    21:43:53       2    480     49     55 
 20260323    21:43:53       3    470     50     59 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:44:23       0    429     50     62 
 20260323    21:44:23       1    415     51     60 
 20260323    21:44:23       2    432     52     60 
 20260323    21:44:23       3    433     46     54 
 20260323    21:44:53       0    151     42     53 
 20260323    21:44:53       1    140     43     54 
 20260323    21:44:53       2    157     44     53 
 20260323    21:44:53       3    157     41     50 
 20260323    21:45:23       0    164     39     48 
 20260323    21:45:23       1    153     40     49 
 20260323    21:45:23       2    170     41     47 
 20260323    21:45:23       3    171     40     48 
 20260323    21:45:53       0    164     39     47 
 20260323    21:45:53       1    152     40     47 
 20260323    21:45:53       2    168     40     47 
 20260323    21:45:53       3    170     39     46 
 20260323    21:46:23       0    160     39     47 
 20260323    21:46:23       1    149     40     47 
 20260323    21:46:23       2    167     40     47 
 20260323    21:46:23       3    166     39     46 
 20260323    21:46:53       0    497     52     63 
 20260323    21:46:53       1    480     53     62 
 20260323    21:46:53       2    500     53     63 
 20260323    21:46:53       3    500     51     62 
 20260323    21:47:23       0    467     48     57 
 20260323    21:47:23       1    439     53     61 
 20260323    21:47:23       2    476     51     59 
 20260323    21:47:23       3    473     49     58 
 20260323    21:47:53       0    434     50     62 
 20260323    21:47:53       1    413     51     60 
 20260323    21:47:53       2    433     52     62 
 20260323    21:47:53       3    432     50     62 
 20260323    21:48:23       0    438     51     63 
 20260323    21:48:23       1    451     54     63 
 20260323    21:48:23       2    446     53     63 
 20260323    21:48:23       3    465     51     62 
 20260323    21:48:53       0    156     40     51 
 20260323    21:48:53       1    145     41     51 
 20260323    21:48:53       2    161     41     49 
 20260323    21:48:53       3    163     39     48 
 20260323    21:49:23       0    295     45     54 
 20260323    21:49:23       1    398     50     55 
 20260323    21:49:23       2    417     50     54 
 20260323    21:49:23       3    417     48     52 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:49:53       0    305     45     54 
 20260323    21:49:53       1    390     51     57 
 20260323    21:49:53       2    408     47     53 
 20260323    21:49:53       3    409     49     54 
 20260323    21:50:23       0    371     49     55 
 20260323    21:50:23       1    272     44     53 
 20260323    21:50:23       2    284     44     51 
 20260323    21:50:23       3    285     42     51 
 20260323    21:50:53       0    310     45     53 
 20260323    21:50:53       1    397     50     57 
 20260323    21:50:53       2    420     51     55 
 20260323    21:50:53       3    415     48     54 
 20260323    21:51:23       0    301     46     55 
 20260323    21:51:23       1    391     50     55 
 20260323    21:51:23       2    403     51     55 
 20260323    21:51:23       3    422     49     54 
 20260323    21:51:53       0    349     48     55 
 20260323    21:51:53       1    325     45     53 
 20260323    21:51:53       2    338     45     52 
 20260323    21:51:53       3    341     43     50 
 20260323    21:52:23       0    146     38     49 
 20260323    21:52:23       1    135     39     47 
 20260323    21:52:23       2    152     39     47 
 20260323    21:52:23       3    153     37     46 
 20260323    21:52:53       0    160     39     47 
 20260323    21:52:53       1    147     40     49 
 20260323    21:52:53       2    166     40     47 
 20260323    21:52:53       3    165     39     46 
 20260323    21:53:23       0    145     37     47 
 20260323    21:53:23       1    134     38     47 
 20260323    21:53:23       2    151     39     46 
 20260323    21:53:23       3    151     37     44 
