#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260320    11:46:26       0     98     35     43 
 20260320    11:46:26       1     95     37     45 
 20260320    11:46:26       2     91     35     45 
 20260320    11:46:26       3     91     35     45 
 20260320    11:46:56       0    145     37     45 
 20260320    11:46:56       1    146     39     45 
 20260320    11:46:56       2    139     38     45 
 20260320    11:46:56       3    139     37     47 
 20260320    11:47:26       0    164     39     45 
 20260320    11:47:26       1    164     41     47 
 20260320    11:47:26       2    158     39     48 
 20260320    11:47:26       3    161     39     48 
 20260320    11:47:56       0    206     41     47 
 20260320    11:47:56       1    208     43     49 
 20260320    11:47:56       2    201     42     49 
 20260320    11:47:56       3    203     41     49 
 20260320    11:48:26       0    203     41     49 
 20260320    11:48:26       1    204     44     49 
 20260320    11:48:26       2    201     42     49 
 20260320    11:48:26       3    201     41     49 
 20260320    11:48:56       0    204     41     47 
 20260320    11:48:56       1    205     44     49 
 20260320    11:48:56       2    200     42     49 
 20260320    11:48:56       3    201     41     50 
 20260320    11:49:26       0    206     41     47 
 20260320    11:49:26       1    205     44     49 
 20260320    11:49:26       2    199     42     50 
 20260320    11:49:26       3    202     41     50 
 20260320    11:49:56       0    147     38     45 
 20260320    11:49:56       1    147     40     48 
 20260320    11:49:56       2    140     39     47 
 20260320    11:49:56       3    143     38     49 
 20260320    11:50:26       0    405     50     59 
 20260320    11:50:26       1    404     54     62 
 20260320    11:50:26       2    414     53     63 
 20260320    11:50:26       3    410     51     62 
 20260320    11:50:56       0    420     51     60 
 20260320    11:50:56       1    431     55     63 
 20260320    11:50:56       2    425     54     63 
 20260320    11:50:56       3    426     51     63 
 20260320    11:51:26       0    448     51     61 
 20260320    11:51:26       1    459     56     64 
 20260320    11:51:26       2    459     54     65 
 20260320    11:51:26       3    451     52     63 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260320    11:51:56       0    449     51     60 
 20260320    11:51:56       1    460     56     66 
 20260320    11:51:56       2    458     54     66 
 20260320    11:51:56       3    452     52     64 
 20260320    11:52:26       0    183     41     49 
 20260320    11:52:26       1    184     44     53 
 20260320    11:52:26       2    180     43     53 
 20260320    11:52:26       3    179     41     52 
