#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260320    08:23:35       0     93     34     43 
 20260320    08:23:35       1     96     34     43 
 20260320    08:23:35       2     90     34     42 
 20260320    08:23:35       3     93     34     41 
 20260320    08:24:05       0    139     36     45 
 20260320    08:24:05       1    143     36     44 
 20260320    08:24:05       2    138     36     43 
 20260320    08:24:05       3    142     36     41 
 20260320    08:24:35       0    139     36     45 
 20260320    08:24:35       1    143     36     43 
 20260320    08:24:35       2    136     36     44 
 20260320    08:24:35       3    142     36     43 
 20260320    08:25:05       0    159     38     45 
 20260320    08:25:05       1    164     38     45 
 20260320    08:25:05       2    157     38     44 
 20260320    08:25:05       3    163     38     43 
 20260320    08:25:35       0    159     38     45 
 20260320    08:25:35       1    163     38     45 
 20260320    08:25:35       2    157     38     44 
 20260320    08:25:35       3    163     38     43 
 20260320    08:26:05       0    167     39     46 
 20260320    08:26:05       1    169     39     46 
 20260320    08:26:05       2    163     39     45 
 20260320    08:26:05       3    168     39     45 
 20260320    08:26:35       0    159     38     45 
 20260320    08:26:35       1    163     38     45 
 20260320    08:26:35       2    157     38     45 
 20260320    08:26:35       3    161     38     45 
 20260320    08:27:05       0    252     40     48 
 20260320    08:27:05       1    263     41     47 
 20260320    08:27:05       2    254     41     47 
 20260320    08:27:05       3    265     41     46 
 20260320    08:27:35       0    214     42     50 
 20260320    08:27:35       1    220     42     50 
 20260320    08:27:35       2    215     43     48 
 20260320    08:27:35       3    215     43     48 
 20260320    08:28:05       0    213     43     52 
 20260320    08:28:05       1    231     43     50 
 20260320    08:28:05       2    217     43     49 
 20260320    08:28:05       3    223     44     49 
 20260320    08:28:35       0    203     43     49 
 20260320    08:28:35       1    191     43     48 
 20260320    08:28:35       2    188     43     49 
 20260320    08:28:35       3    199     44     47 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260320    08:29:05       0    142     37     47 
 20260320    08:29:05       1    144     37     45 
 20260320    08:29:05       2    140     38     45 
 20260320    08:29:05       3    143     37     43 
 20260320    08:29:35       0    148     37     45 
 20260320    08:29:35       1    152     37     45 
 20260320    08:29:35       2    146     37     45 
 20260320    08:29:35       3    150     37     44 
