#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:31:56       0     78     33     41 
 20260323    21:31:56       1     92     36     44 
 20260323    21:31:56       2    103     34     42 
 20260323    21:31:56       3    101     33     40 
 20260323    21:32:26       0    124     35     41 
 20260323    21:32:26       1    143     38     44 
 20260323    21:32:26       2    153     36     44 
 20260323    21:32:26       3    149     35     40 
 20260323    21:32:56       0    201     37     43 
 20260323    21:32:56       1    216     40     44 
 20260323    21:32:56       2    229     38     44 
 20260323    21:32:56       3    218     37     41 
 20260323    21:33:26       0    169     38     43 
 20260323    21:33:26       1    189     42     46 
 20260323    21:33:26       2    198     39     44 
 20260323    21:33:26       3    188     38     42 
 20260323    21:33:56       0    170     38     43 
 20260323    21:33:56       1    193     42     46 
 20260323    21:33:56       2    202     39     46 
 20260323    21:33:56       3    192     38     42 
 20260323    21:34:26       0    172     38     44 
 20260323    21:34:26       1    195     42     46 
 20260323    21:34:26       2    203     39     45 
 20260323    21:34:26       3    192     38     42 
 20260323    21:34:56       0    435     48     54 
 20260323    21:34:56       1    454     52     58 
 20260323    21:34:56       2    463     48     56 
 20260323    21:34:56       3    445     47     52 
 20260323    21:35:26       0    432     49     55 
 20260323    21:35:26       1    459     54     60 
 20260323    21:35:26       2    465     49     56 
 20260323    21:35:26       3    446     48     54 
 20260323    21:35:56       0    140     39     47 
 20260323    21:35:56       1    162     43     50 
 20260323    21:35:56       2    174     40     49 
 20260323    21:35:56       3    164     38     44 
 20260323    21:36:26       0    161     38     45 
 20260323    21:36:26       1    183     42     48 
 20260323    21:36:26       2    194     39     46 
 20260323    21:36:26       3    185     38     43 
 20260323    21:36:56       0    433     48     56 
 20260323    21:36:56       1    456     53     61 
 20260323    21:36:56       2    464     49     58 
 20260323    21:36:56       3    446     48     54 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:37:26       0    434     49     56 
 20260323    21:37:26       1    458     54     62 
 20260323    21:37:26       2    465     50     58 
 20260323    21:37:26       3    447     48     56 
 20260323    21:37:56       0    131     37     45 
 20260323    21:37:56       1    154     41     48 
 20260323    21:37:56       2    165     39     47 
 20260323    21:37:56       3    156     37     44 
 20260323    21:38:26       0    432     48     54 
 20260323    21:38:26       1    455     53     60 
 20260323    21:38:26       2    463     49     57 
 20260323    21:38:26       3    446     48     54 
 20260323    21:38:56       0    434     49     57 
 20260323    21:38:56       1    459     54     62 
 20260323    21:38:56       2    466     50     60 
 20260323    21:38:56       3    448     48     56 
 20260323    21:39:26       0    145     40     47 
 20260323    21:39:26       1    165     44     50 
 20260323    21:39:26       2    175     41     50 
 20260323    21:39:26       3    167     39     44 
 20260323    21:39:56       0    435     49     58 
 20260323    21:39:56       1    459     54     63 
 20260323    21:39:56       2    466     50     58 
 20260323    21:39:56       3    447     48     54 
 20260323    21:40:26       0    401     47     53 
 20260323    21:40:26       1    427     53     59 
 20260323    21:40:26       2    430     49     58 
 20260323    21:40:26       3    408     46     52 
 20260323    21:40:56       0    351     47     49 
 20260323    21:40:56       1    370     52     52 
 20260323    21:40:56       2    381     48     52 
 20260323    21:40:56       3    363     46     48 
 20260323    21:41:26       0    351     47     51 
 20260323    21:41:26       1    373     52     55 
 20260323    21:41:26       2    383     48     53 
 20260323    21:41:26       3    364     47     50 
 20260323    21:41:56       0    351     47     50 
 20260323    21:41:56       1    375     52     54 
 20260323    21:41:56       2    382     48     53 
 20260323    21:41:56       3    364     47     48 
 20260323    21:42:26       0    352     47     50 
 20260323    21:42:26       1    375     52     55 
 20260323    21:42:26       2    383     48     52 
 20260323    21:42:26       3    364     47     50 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:42:56       0    348     47     50 
 20260323    21:42:56       1    373     52     54 
 20260323    21:42:56       2    382     48     52 
 20260323    21:42:56       3    363     46     48 
 20260323    21:43:26       0    350     47     52 
 20260323    21:43:26       1    374     52     54 
 20260323    21:43:26       2    384     48     54 
 20260323    21:43:26       3    364     47     49 
 20260323    21:43:56       0    149     37     44 
 20260323    21:43:56       1    171     42     48 
 20260323    21:43:56       2    181     38     47 
 20260323    21:43:56       3    173     37     43 
 20260323    21:44:26       0    124     36     43 
 20260323    21:44:26       1    144     40     46 
 20260323    21:44:26       2    155     37     46 
 20260323    21:44:26       3    147     36     42 
