#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    16:18:58       0     80     33     43 
 20260319    16:18:58       1     85     35     44 
 20260319    16:18:58       2     94     35     45 
 20260319    16:18:58       3     96     33     44 
 20260319    16:19:28       0    124     35     43 
 20260319    16:19:28       1    132     37     44 
 20260319    16:19:28       2    140     37     45 
 20260319    16:19:28       3    141     35     44 
 20260319    16:19:58       0    125     35     43 
 20260319    16:19:58       1    133     37     44 
 20260319    16:19:58       2    141     37     45 
 20260319    16:19:58       3    141     35     44 
 20260319    16:20:28       0    124     35     43 
 20260319    16:20:28       1    132     37     44 
 20260319    16:20:28       2    140     37     45 
 20260319    16:20:28       3    141     35     44 
 20260319    16:20:58       0    124     35     43 
 20260319    16:20:58       1    132     37     44 
 20260319    16:20:58       2    140     36     45 
 20260319    16:20:58       3    141     35     44 
 20260319    16:21:28       0    124     35     43 
 20260319    16:21:28       1    132     37     43 
 20260319    16:21:28       2    140     36     45 
 20260319    16:21:28       3    141     35     44 
 20260319    16:21:58       0    125     35     43 
 20260319    16:21:58       1    132     37     43 
 20260319    16:21:58       2    140     36     45 
 20260319    16:21:58       3    141     35     43 
 20260319    16:22:28       0    125     35     43 
 20260319    16:22:28       1    132     37     43 
 20260319    16:22:28       2    140     36     45 
 20260319    16:22:28       3    141     35     43 
 20260319    16:22:58       0    124     35     43 
 20260319    16:22:58       1    132     37     43 
 20260319    16:22:58       2    141     36     45 
 20260319    16:22:58       3    141     34     44 
 20260319    16:23:28       0    125     35     43 
 20260319    16:23:28       1    132     37     43 
 20260319    16:23:28       2    140     36     45 
 20260319    16:23:28       3    141     35     42 
 20260319    16:23:58       0    125     35     43 
 20260319    16:23:58       1    132     37     43 
 20260319    16:23:58       2    140     36     45 
 20260319    16:23:58       3    141     35     43 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    16:24:28       0    125     35     43 
 20260319    16:24:28       1    132     37     43 
 20260319    16:24:28       2    141     36     43 
 20260319    16:24:28       3    141     35     42 
 20260319    16:24:58       0    125     35     43 
 20260319    16:24:58       1    132     37     43 
 20260319    16:24:58       2    140     36     45 
 20260319    16:24:58       3    141     35     42 
 20260319    16:25:28       0    125     35     43 
 20260319    16:25:28       1    132     37     43 
 20260319    16:25:28       2    141     36     45 
 20260319    16:25:28       3    141     35     42 
 20260319    16:25:58       0    125     35     43 
 20260319    16:25:58       1    132     37     43 
 20260319    16:25:58       2    141     36     45 
 20260319    16:25:58       3    141     35     43 
 20260319    16:26:28       0    125     35     43 
 20260319    16:26:28       1    132     37     43 
 20260319    16:26:28       2    141     36     45 
 20260319    16:26:28       3    141     35     42 
 20260319    16:26:58       0    125     35     43 
 20260319    16:26:58       1    132     37     43 
 20260319    16:26:58       2    141     36     43 
 20260319    16:26:58       3    141     35     42 
 20260319    16:27:28       0    125     35     43 
 20260319    16:27:28       1    132     37     43 
 20260319    16:27:28       2    141     36     45 
 20260319    16:27:28       3    141     35     43 
 20260319    16:27:58       0    125     35     43 
 20260319    16:27:58       1    132     37     43 
 20260319    16:27:58       2    141     36     44 
 20260319    16:27:58       3    141     35     43 
 20260319    16:28:28       0    125     35     43 
 20260319    16:28:28       1    132     37     43 
 20260319    16:28:28       2    141     36     44 
 20260319    16:28:28       3    141     35     42 
 20260319    16:28:58       0    125     35     43 
 20260319    16:28:58       1    132     37     43 
 20260319    16:28:58       2    140     36     45 
 20260319    16:28:58       3    141     34     42 
 20260319    16:29:28       0    125     35     43 
 20260319    16:29:28       1    132     37     43 
 20260319    16:29:28       2    140     36     44 
 20260319    16:29:28       3    141     35     43 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260319    16:29:58       0    125     35     43 
 20260319    16:29:58       1    132     37     43 
 20260319    16:29:58       2    141     36     45 
 20260319    16:29:58       3    140     35     42 
 20260319    16:30:28       0    125     35     43 
 20260319    16:30:28       1    132     37     43 
 20260319    16:30:28       2    140     36     44 
 20260319    16:30:28       3    141     35     42 
 20260319    16:30:58       0    125     35     43 
 20260319    16:30:58       1    132     37     43 
 20260319    16:30:58       2    140     36     44 
 20260319    16:30:58       3    141     35     42 
 20260319    16:31:28       0    125     35     43 
 20260319    16:31:28       1    132     37     43 
 20260319    16:31:28       2    140     36     44 
 20260319    16:31:28       3    141     35     42 
 20260319    16:31:58       0    125     35     43 
 20260319    16:31:58       1    132     37     43 
 20260319    16:31:58       2    141     36     43 
 20260319    16:31:58       3    141     34     42 
 20260319    16:32:28       0    125     35     43 
 20260319    16:32:28       1    132     37     43 
 20260319    16:32:28       2    140     36     44 
 20260319    16:32:28       3    141     34     42 
 20260319    16:32:58       0    125     35     43 
 20260319    16:32:58       1    132     37     43 
 20260319    16:32:58       2    141     36     44 
 20260319    16:32:58       3    141     35     42 
 20260319    16:33:28       0    125     35     43 
