#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    22:42:33       0     97     32     41 
 20260323    22:42:33       1     82     34     43 
 20260323    22:42:33       2     94     34     43 
 20260323    22:42:33       3     93     32     41 
 20260323    22:43:03       0     96     32     41 
 20260323    22:43:03       1    133     36     43 
 20260323    22:43:03       2    139     35     43 
 20260323    22:43:03       3    143     34     41 
 20260323    22:43:33       0    146     34     41 
 20260323    22:43:33       1    129     36     43 
 20260323    22:43:33       2    138     36     44 
 20260323    22:43:33       3    139     34     41 
 20260323    22:44:03       0    147     34     42 
 20260323    22:44:03       1    128     36     43 
 20260323    22:44:03       2    139     36     44 
 20260323    22:44:03       3    139     34     41 
 20260323    22:44:33       0    147     34     41 
 20260323    22:44:33       1    129     36     43 
 20260323    22:44:33       2    138     36     44 
 20260323    22:44:33       3    139     34     41 
 20260323    22:45:03       0    146     34     41 
 20260323    22:45:03       1    128     36     43 
 20260323    22:45:03       2    138     36     44 
 20260323    22:45:03       3    139     34     41 
 20260323    22:45:33       0    147     34     41 
 20260323    22:45:33       1    129     36     43 
 20260323    22:45:33       2    138     36     44 
 20260323    22:45:33       3    139     34     41 
 20260323    22:46:03       0    147     34     41 
 20260323    22:46:03       1    129     36     45 
 20260323    22:46:03       2    138     36     44 
 20260323    22:46:03       3    139     34     42 
 20260323    22:46:33       0    147     34     41 
 20260323    22:46:33       1    129     37     43 
 20260323    22:46:33       2    138     36     44 
 20260323    22:46:33       3    139     34     41 
 20260323    22:47:03       0    147     34     41 
 20260323    22:47:03       1    129     36     43 
 20260323    22:47:03       2    138     36     44 
 20260323    22:47:03       3    139     34     41 
 20260323    22:47:33       0    147     34     41 
 20260323    22:47:33       1    129     36     44 
 20260323    22:47:33       2    138     36     44 
 20260323    22:47:33       3    139     34     41 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    22:48:03       0    147     34     41 
 20260323    22:48:03       1    129     36     43 
 20260323    22:48:03       2    138     36     44 
 20260323    22:48:03       3    139     34     41 
 20260323    22:48:33       0    147     34     41 
 20260323    22:48:33       1    129     36     43 
 20260323    22:48:33       2    138     36     44 
 20260323    22:48:33       3    139     34     41 
 20260323    22:49:03       0    147     34     42 
 20260323    22:49:03       1    128     36     43 
 20260323    22:49:03       2    138     36     44 
 20260323    22:49:03       3    139     34     41 
 20260323    22:49:33       0    147     34     42 
 20260323    22:49:33       1    129     37     43 
 20260323    22:49:33       2    139     36     44 
 20260323    22:49:33       3    139     34     41 
 20260323    22:50:03       0    146     34     41 
 20260323    22:50:03       1    129     36     43 
 20260323    22:50:03       2    138     36     44 
