#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:36:48       0    103     35     43 
 20260323    21:36:48       1     84     34     46 
 20260323    21:36:48       2     83     35     44 
 20260323    21:36:48       3     98     35     43 
 20260323    21:37:18       0    152     37     44 
 20260323    21:37:18       1    131     36     47 
 20260323    21:37:18       2    132     37     45 
 20260323    21:37:18       3    146     37     43 
 20260323    21:37:48       0    154     37     44 
 20260323    21:37:48       1    133     36     46 
 20260323    21:37:48       2    134     37     45 
 20260323    21:37:48       3    149     37     44 
 20260323    21:38:18       0    152     37     45 
 20260323    21:38:18       1    130     36     46 
 20260323    21:38:18       2    132     37     45 
 20260323    21:38:18       3    147     37     44 
 20260323    21:38:48       0    152     37     44 
 20260323    21:38:48       1    131     36     46 
 20260323    21:38:48       2    132     37     45 
 20260323    21:38:48       3    146     37     43 
 20260323    21:39:18       0    152     37     43 
 20260323    21:39:18       1    130     36     46 
 20260323    21:39:18       2    132     37     45 
 20260323    21:39:18       3    147     37     45 
 20260323    21:39:48       0    152     37     44 
 20260323    21:39:48       1    131     36     46 
 20260323    21:39:48       2    132     37     45 
 20260323    21:39:48       3    147     37     44 
 20260323    21:40:18       0    152     37     43 
 20260323    21:40:18       1    130     36     46 
 20260323    21:40:18       2    132     37     45 
 20260323    21:40:18       3    147     37     45 
 20260323    21:40:48       0    152     37     43 
 20260323    21:40:48       1    130     36     47 
 20260323    21:40:48       2    132     37     45 
 20260323    21:40:48       3    146     37     45 
 20260323    21:41:18       0    152     37     43 
 20260323    21:41:18       1    130     36     47 
 20260323    21:41:18       2    132     37     45 
 20260323    21:41:18       3    146     37     44 
 20260323    21:41:48       0    152     37     43 
 20260323    21:41:48       1    130     36     46 
 20260323    21:41:48       2    132     37     45 
 20260323    21:41:48       3    146     37     43 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:42:18       0    152     37     44 
 20260323    21:42:18       1    131     36     46 
 20260323    21:42:18       2    132     37     45 
 20260323    21:42:18       3    147     37     43 
 20260323    21:42:48       0    152     37     43 
 20260323    21:42:48       1    131     36     46 
 20260323    21:42:48       2    132     37     45 
 20260323    21:42:48       3    147     37     43 
 20260323    21:43:18       0    152     37     44 
 20260323    21:43:18       1    130     36     46 
 20260323    21:43:18       2    132     37     45 
 20260323    21:43:18       3    147     37     44 
 20260323    21:43:48       0    152     37     43 
 20260323    21:43:48       1    130     36     46 
 20260323    21:43:48       2    131     37     45 
 20260323    21:43:48       3    146     37     43 
 20260323    21:44:18       0    152     37     43 
 20260323    21:44:18       1    130     36     46 
 20260323    21:44:18       2    132     37     44 
 20260323    21:44:18       3    147     37     43 
 20260323    21:44:48       0    152     37     43 
 20260323    21:44:48       1    130     36     47 
 20260323    21:44:48       2    132     37     44 
 20260323    21:44:48       3    147     37     43 
 20260323    21:45:18       0    152     37     43 
 20260323    21:45:18       1    130     36     47 
 20260323    21:45:18       2    132     37     45 
 20260323    21:45:18       3    147     37     43 
 20260323    21:45:48       0    152     37     43 
 20260323    21:45:48       1    130     36     46 
 20260323    21:45:48       2    132     37     45 
 20260323    21:45:48       3    147     37     43 
 20260323    21:46:18       0    151     37     43 
 20260323    21:46:18       1    130     36     47 
 20260323    21:46:18       2    132     37     45 
 20260323    21:46:18       3    147     37     43 
 20260323    21:46:48       0    152     37     43 
 20260323    21:46:48       1    130     36     47 
 20260323    21:46:48       2    132     37     45 
 20260323    21:46:48       3    147     37     43 
 20260323    21:47:18       0    152     37     43 
 20260323    21:47:18       1    130     36     46 
 20260323    21:47:18       2    132     37     45 
 20260323    21:47:18       3    147     37     43 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:47:48       0    152     37     43 
 20260323    21:47:48       1    130     36     46 
 20260323    21:47:48       2    132     37     43 
 20260323    21:47:48       3    147     37     43 
 20260323    21:48:18       0    152     37     43 
 20260323    21:48:18       1    130     36     46 
 20260323    21:48:18       2    132     37     45 
 20260323    21:48:18       3    146     37     43 
 20260323    21:48:48       0    152     37     43 
 20260323    21:48:48       1    130     36     47 
 20260323    21:48:48       2    132     37     45 
 20260323    21:48:48       3    147     37     43 
 20260323    21:49:18       0    152     37     43 
 20260323    21:49:18       1    130     36     47 
 20260323    21:49:18       2    132     37     45 
 20260323    21:49:18       3    147     37     43 
 20260323    21:49:48       0    152     37     43 
 20260323    21:49:48       1    130     36     47 
 20260323    21:49:48       2    132     37     44 
 20260323    21:49:48       3    147     37     43 
 20260323    21:50:18       0    152     37     43 
 20260323    21:50:18       1    130     36     46 
 20260323    21:50:18       2    132     37     44 
 20260323    21:50:18       3    147     37     43 
 20260323    21:50:48       0    152     37     43 
 20260323    21:50:48       1    130     36     46 
 20260323    21:50:48       2    132     37     44 
 20260323    21:50:48       3    147     37     43 
 20260323    21:51:18       0    152     37     43 
 20260323    21:51:18       1    130     36     46 
 20260323    21:51:18       2    132     37     45 
 20260323    21:51:18       3    147     37     43 
 20260323    21:51:48       0    152     37     43 
 20260323    21:51:48       1    130     36     47 
 20260323    21:51:48       2    131     37     44 
 20260323    21:51:48       3    147     37     43 
