#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:31:09       0    100     36     45 
 20260323    21:31:09       1     98     35     45 
 20260323    21:31:09       2     97     35     44 
 20260323    21:31:09       3     87     34     43 
 20260323    21:31:39       0    145     37     44 
 20260323    21:31:39       1    144     37     45 
 20260323    21:31:39       2    145     37     44 
 20260323    21:31:39       3    135     36     45 
 20260323    21:32:09       0    144     37     43 
 20260323    21:32:09       1    144     37     45 
 20260323    21:32:09       2    145     37     44 
 20260323    21:32:09       3    135     36     45 
 20260323    21:32:39       0    144     36     43 
 20260323    21:32:39       1    144     37     46 
 20260323    21:32:39       2    145     37     45 
 20260323    21:32:39       3    134     36     45 
 20260323    21:33:09       0    144     36     44 
 20260323    21:33:09       1    144     37     45 
 20260323    21:33:09       2    145     37     45 
 20260323    21:33:09       3    134     36     45 
 20260323    21:33:39       0    144     36     43 
 20260323    21:33:39       1    144     37     46 
 20260323    21:33:39       2    145     37     44 
 20260323    21:33:39       3    134     36     45 
 20260323    21:34:09       0    144     36     44 
 20260323    21:34:09       1    144     37     45 
 20260323    21:34:09       2    145     37     44 
 20260323    21:34:09       3    134     36     45 
 20260323    21:34:39       0    144     36     44 
 20260323    21:34:39       1    144     37     45 
 20260323    21:34:39       2    145     37     45 
 20260323    21:34:39       3    134     36     45 
 20260323    21:35:09       0    144     36     43 
 20260323    21:35:09       1    144     37     45 
 20260323    21:35:09       2    145     37     44 
 20260323    21:35:09       3    134     36     45 
 20260323    21:35:39       0    144     36     43 
 20260323    21:35:39       1    144     37     45 
 20260323    21:35:39       2    144     37     44 
 20260323    21:35:39       3    134     36     45 
 20260323    21:36:09       0    144     36     43 
 20260323    21:36:09       1    144     37     45 
 20260323    21:36:09       2    144     37     44 
 20260323    21:36:09       3    135     36     45 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    21:36:39       0    144     36     43 
 20260323    21:36:39       1    144     37     45 
 20260323    21:36:39       2    145     37     44 
 20260323    21:36:39       3    135     36     45 
 20260323    21:37:09       0    150     38     45 
 20260323    21:37:09       1    154     40     47 
 20260323    21:37:09       2    150     39     46 
 20260323    21:37:09       3    141     38     47 
 20260323    21:37:39       0    159     38     45 
 20260323    21:37:39       1    159     39     47 
 20260323    21:37:39       2    160     38     46 
 20260323    21:37:39       3    148     37     45 
 20260323    21:38:09       0    158     38     45 
 20260323    21:38:09       1    158     39     45 
 20260323    21:38:09       2    159     38     45 
 20260323    21:38:09       3    147     37     45 
 20260323    21:38:39       0    159     38     45 
