#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    15:19:29       0     81     33     43 
 20260323    15:19:29       1     85     34     42 
 20260323    15:19:29       2     94     33     44 
 20260323    15:19:29       3     83     33     40 
 20260323    15:19:59       0    127     35     43 
 20260323    15:19:59       1    132     36     43 
 20260323    15:19:59       2    139     35     44 
 20260323    15:19:59       3    129     34     40 
 20260323    15:20:29       0    127     35     42 
 20260323    15:20:29       1    132     36     43 
 20260323    15:20:29       2    139     35     45 
 20260323    15:20:29       3    130     35     40 
 20260323    15:20:59       0    127     35     43 
 20260323    15:20:59       1    132     37     43 
 20260323    15:20:59       2    139     35     45 
 20260323    15:20:59       3    130     35     40 
 20260323    15:21:29       0    129     35     42 
 20260323    15:21:29       1    134     37     43 
 20260323    15:21:29       2    140     35     45 
 20260323    15:21:29       3    131     35     40 
 20260323    15:21:59       0    127     35     43 
 20260323    15:21:59       1    132     37     43 
 20260323    15:21:59       2    139     36     45 
 20260323    15:21:59       3    130     35     41 
 20260323    15:22:29       0    127     35     43 
 20260323    15:22:29       1    132     37     44 
 20260323    15:22:29       2    139     36     45 
 20260323    15:22:29       3    130     35     40 
 20260323    15:22:59       0    127     35     43 
 20260323    15:22:59       1    132     37     44 
 20260323    15:22:59       2    139     36     45 
 20260323    15:22:59       3    130     35     42 
 20260323    15:23:29       0    127     35     43 
 20260323    15:23:29       1    132     37     44 
 20260323    15:23:29       2    139     36     45 
 20260323    15:23:29       3    130     35     40 
 20260323    15:23:59       0    127     35     43 
 20260323    15:23:59       1    132     37     43 
 20260323    15:23:59       2    139     36     45 
 20260323    15:23:59       3    130     35     40 
 20260323    15:24:29       0    127     35     43 
 20260323    15:24:29       1    132     37     43 
 20260323    15:24:29       2    139     36     46 
 20260323    15:24:29       3    130     35     42 
#Date        Time         gpu    pwr  gtemp  mtemp 
#YYYYMMDD    HH:MM:SS     Idx      W      C      C 
 20260323    15:24:59       0    128     35     43 
 20260323    15:24:59       1    132     37     43 
 20260323    15:24:59       2    139     36     46 
 20260323    15:24:59       3    130     35     41 
 20260323    15:25:29       0    128     35     43 
 20260323    15:25:29       1    133     37     43 
 20260323    15:25:29       2    139     36     45 
 20260323    15:25:29       3    130     35     42 
 20260323    15:25:59       0    128     35     43 
 20260323    15:25:59       1    133     37     43 
 20260323    15:25:59       2    139     36     45 
 20260323    15:25:59       3    130     35     42 
 20260323    15:26:29       0    128     35     44 
 20260323    15:26:29       1    133     37     43 
 20260323    15:26:29       2    139     36     46 
 20260323    15:26:29       3    130     35     42 
 20260323    15:26:59       0    128     36     44 
 20260323    15:26:59       1    133     37     43 
 20260323    15:26:59       2    139     36     46 
 20260323    15:26:59       3    130     35     42 
